Record_ID,Timestamp,Latitude,Longitude,Road_ID,Vehicle_Count,Avg_Speed(km/h),Vehicle_Type,Traffic_Density,Weather,Visibility(m),Road_Condition,Accident_Occurred,Accident_Severity,Alert_Generated,temperature,humidity
203,01-10-2021 09:49,12.89289625,74.26520669,RD-315,96,6,Mixed,Medium,Rain,8809,Slippery,No,-,No,24.85,63.88
204,06-03-2018 07:20,26.0211428,81.96820819,RD-104,85,107,Mixed,High,Rain,2209,Dry,No,-,No,46.96,45.14
205,04-06-2020 06:04,27.63550537,87.73318021,RD-413,464,23,Truck,High,Snow,6597,Slippery,No,-,No,38.19,84.92
206,03-10-2022 21:28,24.47115004,76.78059594,RD-67,354,50,Car,Low,Storm,9069,Slippery,Yes,Fatal,No,20.28,45.94
207,13-10-2019 16:56,14.18220685,88.35329024,RD-175,87,116,Bus,Very High,Snow,3197,Dry,Yes,-,No,23.04,83.75
208,24-09-2021 06:28,16.02352629,85.99688421,RD-368,67,44,Bike,Very High,Storm,8988,Slippery,No,-,No,39.91,36.21
209,18-02-2019 15:15,28.54610187,78.79925994,RD-91,232,22,Truck,Medium,Snow,7403,Dry,No,-,No,20.15,69.39
210,02-06-2023 23:02,35.91604856,77.07132213,RD-471,482,109,Truck,High,Clear,8200,Dry,No,-,No,24.82,84.42
211,14-12-2023 15:44,35.40023245,92.97855123,RD-411,212,40,Bus,Medium,Clear,6083,Slippery,No,-,No,36.46,40.12
212,07-10-2023 12:51,23.07008625,68.34611526,RD-433,468,50,Truck,Very High,Rain,627,Slippery,Yes,Minor,No,40.76,88.1
213,09-09-2023 19:52,33.71022477,88.76126565,RD-445,400,60,Car,Medium,Snow,4227,Slippery,No,-,No,39.56,57.17
214,07-05-2018 05:09,8.854084809,80.1003621,RD-166,372,56,Truck,Medium,Snow,9757,Dry,No,-,No,26.73,86.74
215,01-06-2022 04:20,32.97341153,88.8130614,RD-31,71,58,Truck,Medium,Clear,8757,Wet,No,-,No,41.37,70.61
216,25-09-2022 01:33,21.80837388,82.71787768,RD-12,460,60,Bus,Low,Snow,4214,Dry,No,-,No,27.12,48.1
217,16-07-2019 10:59,30.66429271,70.43195848,RD-76,152,118,Bike,High,Rain,8361,Wet,No,-,No,29.76,41.3
218,30-04-2023 03:49,8.161904378,96.47951813,RD-301,76,24,Bike,Medium,Rain,1703,Under Maintenance,No,-,No,42.39,48.22
219,04-11-2022 19:49,33.18826275,70.4953207,RD-361,135,105,Mixed,Medium,Snow,4166,Wet,Yes,Fatal,No,39.49,35.58
220,17-06-2022 01:37,25.25440905,72.59461059,RD-470,318,5,Car,Medium,Rain,1701,Under Maintenance,No,-,No,45.48,38.63
221,09-03-2019 07:35,14.96668155,80.18972313,RD-73,434,27,Bus,High,Rain,8555,Slippery,No,-,Yes,39.73,36.28
222,06-09-2021 06:04,18.07700858,95.39407816,RD-397,154,42,Bike,Very High,Snow,6786,Dry,No,-,No,37.05,55.38
223,21-05-2023 23:12,13.81931652,76.49909486,RD-57,378,24,Bus,Low,Snow,7078,Dry,No,-,No,22.81,77.73
224,10-04-2018 15:25,20.30776698,84.49120208,RD-434,450,8,Mixed,Low,Clear,780,Under Maintenance,No,-,No,31.03,38.48
225,22-07-2022 08:05,17.57017491,83.12165713,RD-270,437,119,Bike,Medium,Clear,4437,Dry,Yes,-,No,27.96,37.82
226,17-12-2021 21:55,23.50059213,77.57427812,RD-441,464,117,Bus,Very High,Storm,1324,Dry,No,-,Yes,27.32,68.61
227,17-10-2023 19:30,31.62874881,88.19364058,RD-187,212,106,Car,Very High,Snow,6292,Under Maintenance,No,-,Yes,49.19,41.83
228,14-01-2023 15:28,36.48598269,82.54240759,RD-492,262,73,Car,Very High,Storm,4059,Wet,No,-,No,31.79,35.86
229,06-11-2018 14:55,15.29227158,84.77031221,RD-38,457,10,Mixed,Very High,Snow,9955,Slippery,No,-,No,46.76,40.01
230,22-10-2020 22:36,11.08873962,74.09450722,RD-192,119,67,Bike,Medium,Storm,461,Wet,Yes,Minor,No,38.93,85.42
231,24-04-2018 22:57,19.47435025,94.86992276,RD-361,157,94,Bike,Low,Fog,989,Wet,No,-,No,43.84,79.29
232,24-09-2018 17:52,12.16307401,71.20656047,RD-483,136,5,Car,High,Snow,7710,Under Maintenance,No,-,No,35.08,51.24
233,10-05-2021 16:30,32.19296586,88.01780767,RD-340,394,118,Mixed,Medium,Rain,4548,Under Maintenance,Yes,-,Yes,37.31,69.35
234,11-08-2021 17:10,22.53262151,93.69098721,RD-203,361,67,Truck,High,Storm,1359,Under Maintenance,Yes,Major,Yes,34.78,62.24
235,24-12-2018 05:40,25.97890909,70.43659889,RD-301,495,83,Car,Low,Fog,1864,Under Maintenance,No,-,No,25.86,70.63
236,19-05-2019 18:36,12.36776407,68.83380869,RD-52,130,84,Car,Medium,Fog,8068,Wet,Yes,Fatal,No,41.67,70.96
237,02-11-2020 09:56,29.73865566,77.66145861,RD-173,383,91,Bus,Medium,Clear,2926,Under Maintenance,No,-,No,28.42,67.72
238,09-01-2021 04:11,36.23387255,90.90849006,RD-155,350,109,Mixed,Very High,Fog,4888,Dry,No,-,No,20.73,45.97
239,03-05-2023 14:14,21.98917229,88.80362901,RD-166,40,90,Truck,High,Storm,7929,Wet,No,-,No,39.36,32.34
240,15-02-2018 11:27,35.91126184,91.84255548,RD-70,282,58,Mixed,High,Fog,7703,Under Maintenance,Yes,Major,No,25.31,57.33
241,23-04-2023 11:29,9.006766721,79.52745781,RD-500,354,73,Mixed,High,Fog,5584,Dry,No,-,No,48.21,83.46
242,15-08-2021 14:01,9.035958701,96.81901153,RD-81,50,47,Car,Very High,Clear,720,Dry,No,-,No,48.62,64.17
243,19-09-2019 04:05,35.84037441,78.61707705,RD-375,490,9,Car,Very High,Clear,5282,Under Maintenance,No,-,No,47.45,79.94
244,21-03-2018 06:47,28.30770233,91.35611284,RD-486,213,74,Car,Very High,Snow,7955,Under Maintenance,No,-,No,31.1,89.5
245,01-01-2023 05:15,13.47200208,78.17338624,RD-224,381,70,Bus,Very High,Rain,5225,Dry,No,-,No,20.46,39.82
246,10-03-2019 09:24,18.55236917,74.33486937,RD-406,421,14,Truck,Medium,Fog,2398,Dry,No,-,Yes,47.85,71.51
247,10-04-2020 07:17,22.72483897,77.76340312,RD-328,58,40,Truck,Low,Rain,682,Wet,No,-,No,32.85,70.46
248,02-08-2022 20:40,28.37649433,73.58765517,RD-492,99,114,Mixed,Low,Fog,4527,Wet,No,-,No,49,88.8
249,20-06-2018 06:29,32.41877025,71.74420759,RD-250,237,39,Car,Low,Clear,464,Dry,No,-,Yes,48.91,89.14
250,03-05-2018 13:05,10.39703574,78.55495331,RD-333,320,49,Mixed,High,Storm,6804,Under Maintenance,No,-,No,45.59,71.2
251,09-06-2020 03:43,27.04064958,72.25703138,RD-163,401,27,Car,High,Snow,1595,Under Maintenance,No,-,No,28.83,44.62
252,13-06-2021 18:46,21.824631,82.56753466,RD-90,41,66,Mixed,Low,Fog,1913,Slippery,No,-,No,31.55,77.91
253,20-06-2020 02:15,25.33104599,69.02695456,RD-363,188,51,Mixed,Medium,Storm,320,Dry,No,-,No,45.53,36.42
254,06-03-2018 11:15,22.74741659,80.50850499,RD-496,355,20,Bus,Very High,Clear,5362,Under Maintenance,No,-,No,29.51,76.84
255,17-06-2020 13:56,21.07009846,95.78216012,RD-288,206,41,Bus,Low,Snow,8521,Wet,No,-,No,25.08,84.61
256,22-12-2021 08:43,13.95987109,78.40650245,RD-356,244,46,Mixed,High,Rain,9332,Dry,No,-,No,36.7,52.97
257,23-11-2021 10:56,21.69774146,71.99159865,RD-456,303,39,Car,High,Snow,640,Wet,No,-,No,48.08,67.84
258,02-06-2023 23:51,13.499999,76.85070518,RD-476,86,116,Mixed,Very High,Rain,4610,Under Maintenance,No,-,No,40.88,55.81
259,17-04-2023 16:48,9.293733124,90.94705949,RD-315,284,44,Car,High,Fog,6966,Wet,Yes,Fatal,No,37.1,56.27
260,12-06-2019 07:53,18.84091024,77.09611378,RD-403,271,20,Bike,High,Rain,9315,Under Maintenance,No,-,No,22.92,48.62
261,22-02-2021 20:19,8.723716424,79.12138217,RD-183,131,73,Truck,Very High,Rain,9111,Slippery,No,-,No,38.45,75.73
262,16-11-2021 15:50,24.31380393,90.87480898,RD-115,133,15,Mixed,Very High,Snow,4168,Wet,Yes,Minor,Yes,49.7,86.17
263,03-07-2021 19:53,10.09938115,75.55625433,RD-341,384,55,Bike,Low,Fog,8798,Under Maintenance,No,-,No,24.2,86.45
264,29-06-2018 14:04,20.68905563,81.87042973,RD-302,54,97,Mixed,Low,Clear,5967,Dry,No,-,No,35.55,40.49
265,18-09-2020 09:47,36.42414228,69.8318832,RD-418,463,116,Bus,Very High,Snow,6331,Wet,No,-,Yes,46.32,82.48
266,06-10-2023 21:42,8.286564098,73.04804689,RD-90,25,114,Truck,Medium,Fog,4879,Under Maintenance,No,-,No,42.22,74.25
267,05-08-2018 18:18,18.63878246,74.07397196,RD-194,447,79,Mixed,High,Storm,5576,Dry,No,-,No,40.91,45.17
268,28-11-2023 11:38,27.52462282,81.44386629,RD-158,358,114,Bus,Low,Clear,9170,Slippery,No,-,No,41.07,34.04
269,16-05-2021 10:43,12.60859023,91.80843102,RD-376,219,84,Bus,High,Rain,207,Slippery,No,-,Yes,30.78,46.08
270,01-08-2021 08:38,24.26127561,78.28079467,RD-353,169,93,Bike,High,Storm,8954,Under Maintenance,No,-,No,28.81,84.73
271,27-08-2018 04:32,15.4875204,79.03414498,RD-151,294,54,Bus,High,Rain,8757,Wet,No,-,No,44.28,67.99
272,08-01-2018 21:27,14.46029206,76.72915269,RD-66,61,71,Bike,Medium,Fog,6543,Slippery,No,-,No,44.3,73.26
273,08-07-2022 11:05,33.95452297,77.29424059,RD-91,90,71,Car,High,Clear,6815,Wet,No,-,No,46.01,45.43
274,24-09-2019 22:52,13.89513389,79.70162761,RD-374,371,69,Car,High,Clear,947,Slippery,No,-,No,47.4,73.16
275,31-07-2023 11:17,18.91999961,94.08269523,RD-1,377,16,Car,Low,Snow,6425,Wet,No,-,No,35.34,31.69
276,12-11-2018 01:26,12.91832764,68.70690779,RD-486,390,11,Car,High,Fog,5520,Wet,No,-,No,35.05,52.52
277,18-12-2019 21:11,16.23274445,86.11297456,RD-360,334,47,Mixed,Medium,Rain,4333,Dry,No,-,Yes,43.95,67.61
278,19-07-2019 22:03,16.50009372,93.74280425,RD-486,361,113,Bike,Medium,Rain,4052,Wet,Yes,-,Yes,39.5,38.77
279,29-01-2018 14:18,17.47641769,80.0918426,RD-294,294,50,Car,High,Rain,5115,Dry,No,-,No,41.06,79.38
280,01-11-2020 13:02,26.59094117,86.87649467,RD-201,358,100,Bus,Medium,Rain,3855,Under Maintenance,No,-,Yes,43.87,44.1
281,25-11-2023 13:23,29.53518955,84.98572281,RD-436,499,26,Bike,Very High,Clear,5971,Under Maintenance,No,-,No,46.7,69.14
282,04-08-2023 19:48,22.80942187,77.82031337,RD-395,396,80,Mixed,Medium,Clear,3067,Wet,No,-,No,30.14,54.31
283,09-06-2018 17:19,25.70380345,71.98511756,RD-495,444,10,Car,Very High,Rain,4265,Wet,No,-,No,31.27,65.76
284,24-02-2018 02:35,31.58479366,74.36889942,RD-291,77,42,Bike,Medium,Snow,1611,Wet,No,-,No,22.82,36.45
285,05-08-2018 13:07,36.98725918,69.66590889,RD-17,53,43,Truck,Medium,Storm,4814,Slippery,No,-,No,37.35,31.01
286,15-03-2019 20:47,21.2386736,90.17709615,RD-94,290,106,Car,Low,Fog,5118,Slippery,No,-,No,21.08,84.57
287,22-02-2020 20:21,35.15660037,83.45140727,RD-309,159,64,Bike,High,Rain,9541,Wet,No,-,Yes,33.97,46.18
288,27-10-2018 20:55,22.2207327,90.78337363,RD-163,179,109,Car,Low,Fog,3859,Slippery,No,-,No,36.28,79.18
289,18-08-2019 14:33,30.67799282,76.41570317,RD-472,84,89,Truck,Very High,Rain,9862,Wet,No,-,No,28.6,89.96
290,28-02-2018 05:12,24.62346831,91.33549204,RD-415,17,66,Bus,Low,Snow,4684,Dry,No,-,No,37.72,42.69
291,27-07-2022 22:37,33.63713753,76.96692713,RD-496,484,96,Bus,Low,Storm,7847,Under Maintenance,No,-,Yes,20.92,45.91
292,26-04-2023 04:56,21.01239285,71.51868456,RD-314,181,100,Truck,Medium,Rain,4539,Dry,No,-,No,21.12,69.77
293,08-01-2023 06:29,28.17863504,83.48051113,RD-114,446,31,Bike,Very High,Rain,5797,Wet,No,-,No,44.68,87.93
294,06-10-2022 20:37,21.52314136,95.41357119,RD-328,134,53,Mixed,Medium,Storm,3525,Dry,No,-,Yes,30.81,84.95
295,01-03-2021 19:53,32.85379464,80.01742742,RD-290,223,117,Car,Very High,Rain,1384,Dry,No,-,No,23.81,60.17
296,11-03-2019 11:55,36.8366917,82.94627096,RD-54,460,19,Mixed,Very High,Clear,7792,Under Maintenance,No,-,No,35.67,77.71
297,28-06-2022 13:34,15.05613477,81.08739294,RD-480,292,37,Car,Medium,Snow,1354,Slippery,No,-,No,43.1,38.14
298,29-03-2023 02:05,21.75582993,81.26560924,RD-255,148,100,Mixed,High,Clear,8685,Under Maintenance,No,-,Yes,26.47,88.65
299,27-10-2023 00:35,10.35644371,74.21630365,RD-73,164,50,Car,High,Snow,4528,Dry,No,-,No,38.69,87.86
300,17-01-2019 02:20,12.08886789,80.25198875,RD-170,144,102,Bus,Very High,Clear,2793,Wet,No,-,Yes,22.56,39.82
301,23-10-2018 10:24,34.94535529,82.41012814,RD-382,389,75,Car,High,Clear,2484,Slippery,No,-,Yes,21.55,47.97
302,14-07-2020 01:00,23.76479952,89.60089569,RD-40,356,17,Car,Medium,Rain,3637,Wet,No,-,Yes,35.94,36.01
303,30-04-2018 11:02,19.4583645,72.05512313,RD-122,468,57,Truck,Medium,Snow,2840,Wet,No,-,No,36.22,46.3
304,30-08-2018 07:56,27.47299335,84.57680362,RD-178,194,43,Truck,Medium,Snow,5910,Wet,No,-,Yes,39.12,78.96
305,05-06-2023 04:55,24.24467736,87.20360059,RD-164,226,54,Car,Low,Rain,2030,Dry,No,-,Yes,41.78,52.7
306,06-12-2021 20:19,16.37281397,79.10098703,RD-86,176,74,Car,Low,Snow,3760,Under Maintenance,No,-,No,49.28,35.3
307,11-06-2021 21:43,14.57182068,83.92576681,RD-326,316,119,Bike,Medium,Snow,2867,Dry,No,-,No,35.49,50.53
308,05-04-2018 14:17,25.11695275,88.6115195,RD-454,473,64,Bus,Very High,Rain,8197,Slippery,Yes,Major,No,29.69,88.88
309,27-10-2022 09:50,13.45969983,81.48793512,RD-494,286,13,Car,Low,Fog,9218,Under Maintenance,No,-,No,43.86,67.78
310,07-01-2021 19:24,12.03599092,77.6671767,RD-46,99,110,Car,Very High,Storm,1166,Wet,No,-,No,28.12,54.97
311,12-09-2018 13:25,17.23323931,91.91639345,RD-421,228,8,Bus,Medium,Clear,8631,Dry,No,-,No,33.17,39.99
312,23-02-2019 15:40,32.97889083,96.67568956,RD-363,450,98,Bike,Very High,Snow,9706,Under Maintenance,No,-,No,22.35,89.17
313,24-05-2020 21:50,9.067763787,74.28243103,RD-344,188,96,Truck,Medium,Storm,3899,Under Maintenance,No,-,No,20.76,79.25
314,15-07-2019 05:22,32.16472136,93.79244767,RD-328,118,25,Truck,Very High,Rain,8891,Under Maintenance,No,-,No,48.88,46.89
315,04-06-2019 19:09,26.00824125,83.81743706,RD-374,126,16,Bus,Low,Snow,1007,Wet,No,-,No,45.08,34.2
316,13-10-2023 08:40,9.170809969,80.98977461,RD-454,282,81,Car,Very High,Storm,1644,Dry,No,-,No,40.88,33.4
317,14-08-2021 15:03,25.45912858,93.90173109,RD-172,424,54,Truck,Medium,Clear,4026,Wet,No,-,No,32.27,37.22
318,08-10-2019 16:25,20.35456274,94.39982711,RD-229,407,17,Car,High,Storm,5761,Wet,No,-,No,25.2,64.85
319,11-07-2022 03:05,32.39270064,75.90704597,RD-6,480,56,Mixed,High,Fog,3299,Wet,Yes,Major,Yes,24.69,85.73
320,11-05-2020 23:52,34.30876261,78.39279587,RD-136,395,95,Car,Low,Snow,7437,Dry,Yes,Major,No,27.51,59.8
321,06-08-2018 18:43,16.30830167,92.70580301,RD-108,483,96,Truck,Medium,Clear,9739,Dry,No,-,Yes,36.48,80.58
322,18-10-2019 04:16,30.74093026,82.23391138,RD-128,419,86,Car,Very High,Clear,1832,Dry,No,-,No,41.44,56.75
323,03-04-2021 05:17,16.98428205,76.35283214,RD-355,415,105,Car,Medium,Clear,9983,Dry,No,-,No,39.81,72.52
324,25-02-2020 18:29,16.57342826,95.9031018,RD-35,115,84,Bike,Medium,Fog,9420,Slippery,No,-,Yes,28.4,73.91
325,08-03-2021 10:42,13.58651188,74.29410441,RD-180,293,25,Bike,Low,Storm,2640,Wet,No,-,No,48.65,40.44
326,02-08-2021 04:36,27.67618182,85.69977912,RD-132,399,59,Car,Very High,Clear,6446,Dry,No,-,No,42.14,51.67
327,14-05-2023 11:57,15.58887889,80.40957619,RD-403,240,14,Bus,Medium,Fog,4633,Dry,No,-,No,36.63,68.24
328,01-03-2022 17:13,21.48089192,81.08774495,RD-56,156,82,Bus,High,Snow,9383,Wet,No,-,No,38.35,34.24
329,11-05-2021 04:11,31.55171454,71.07365698,RD-369,321,96,Bus,Very High,Snow,3907,Under Maintenance,No,-,No,32.59,51.69
330,17-05-2023 20:40,30.96547241,75.45701086,RD-1,30,33,Bus,High,Rain,9193,Wet,Yes,-,No,27.43,62.09
331,28-02-2022 00:12,32.80783567,72.84291569,RD-25,435,115,Truck,High,Fog,8354,Wet,No,-,No,30.68,89.77
332,01-12-2018 13:33,12.67087089,89.73912123,RD-198,285,15,Bus,Low,Clear,3628,Under Maintenance,No,-,No,42.74,58.47
333,19-06-2021 04:25,25.01989011,88.23458757,RD-225,488,34,Truck,High,Fog,1859,Dry,No,-,No,20.43,78.96
334,09-11-2023 11:24,34.5303555,91.02901444,RD-376,356,44,Bus,High,Fog,9198,Slippery,No,-,No,23.48,55.92
335,05-08-2021 17:09,9.219452503,88.27862351,RD-215,472,95,Car,Low,Storm,3379,Under Maintenance,No,-,No,21.38,77.78
336,16-01-2018 12:57,31.04127642,71.73260183,RD-497,392,53,Bus,Medium,Rain,587,Slippery,No,-,No,21.22,65.72
337,16-11-2019 11:01,15.14087921,96.37916743,RD-86,181,7,Car,Medium,Fog,5328,Under Maintenance,No,-,No,45.66,83.2
338,03-12-2020 06:40,27.41995426,73.46698733,RD-453,386,5,Car,Medium,Clear,3560,Slippery,Yes,Major,No,41.11,54.66
339,31-08-2020 17:24,28.80474628,78.16304039,RD-212,40,36,Bike,High,Rain,6285,Slippery,No,-,No,34.23,66.26
340,25-01-2022 14:28,34.84196959,88.49944061,RD-253,18,43,Mixed,Medium,Snow,4343,Under Maintenance,No,-,Yes,22.94,67.8
341,03-06-2020 07:34,22.75518325,72.07301892,RD-452,315,89,Mixed,Very High,Fog,3608,Wet,No,-,No,34.75,55.04
342,24-08-2019 22:32,32.59870213,72.94467994,RD-194,346,6,Car,High,Storm,6804,Slippery,No,-,No,34.2,38.66
343,25-06-2021 22:51,9.314222365,93.42067918,RD-180,476,78,Mixed,Medium,Clear,9187,Slippery,No,-,No,25.2,35.61
344,01-02-2018 09:23,20.19574063,77.62843355,RD-280,41,35,Mixed,High,Fog,6206,Slippery,No,-,No,33.02,31
345,04-06-2020 06:32,20.74604893,87.30194312,RD-193,211,22,Bus,Very High,Storm,1852,Slippery,No,-,Yes,31.96,82.41
346,24-12-2020 08:17,23.6100758,92.90370626,RD-52,433,11,Mixed,Low,Snow,3526,Under Maintenance,No,-,Yes,38.48,44.19
347,17-07-2019 22:03,21.95887377,96.22282114,RD-425,189,9,Mixed,High,Fog,562,Wet,No,-,No,39.05,42.69
348,20-02-2019 19:18,36.07088411,74.09828503,RD-246,206,33,Mixed,Low,Storm,2100,Under Maintenance,No,-,Yes,21.36,74.16
349,22-04-2023 23:30,10.27764755,71.56491526,RD-404,214,72,Bike,Very High,Clear,3702,Under Maintenance,No,-,No,31.24,49.2
350,05-03-2020 21:44,15.6854832,89.48137143,RD-443,382,50,Mixed,Low,Clear,4032,Under Maintenance,No,-,No,38.78,60.36
351,27-01-2018 06:33,36.09023466,73.45785294,RD-296,36,60,Bus,Very High,Snow,6418,Wet,No,-,No,35.09,39.75
352,21-01-2018 18:45,20.91377384,84.82551588,RD-334,11,7,Truck,Low,Rain,1719,Dry,No,-,No,45.69,87.58
353,19-05-2023 13:36,24.56356611,83.44670985,RD-389,266,17,Bike,Very High,Fog,5421,Wet,No,-,No,39.76,81.09
354,26-01-2022 03:18,10.34974078,84.23777571,RD-352,392,71,Bus,Medium,Storm,8433,Slippery,No,-,No,24.89,81.83
355,05-02-2023 18:08,16.23747552,86.84399237,RD-116,273,76,Car,Medium,Snow,7403,Under Maintenance,No,-,Yes,22.12,54.41
356,14-02-2018 04:39,9.149899261,92.6758702,RD-84,403,54,Bus,Medium,Snow,2608,Under Maintenance,No,-,Yes,39.27,75.74
357,14-06-2019 01:58,11.98764043,75.88272439,RD-232,485,119,Truck,Low,Storm,3945,Under Maintenance,No,-,No,20.8,38.63
358,06-11-2018 05:11,26.36612972,84.1020568,RD-38,78,8,Bike,Low,Rain,6164,Under Maintenance,No,-,No,37.57,30.52
359,21-09-2019 18:28,30.14505145,77.76386575,RD-410,379,46,Truck,Very High,Rain,4194,Dry,No,-,No,48.21,31.2
360,15-12-2021 23:57,33.23246143,77.24328726,RD-434,203,103,Car,Very High,Snow,4907,Dry,Yes,Minor,No,37.26,65.2
361,06-06-2020 09:29,15.29246704,68.59216695,RD-18,255,80,Car,High,Snow,2836,Under Maintenance,No,-,No,31.65,57.32
362,31-08-2020 23:32,17.65305141,85.38267085,RD-151,434,28,Car,High,Snow,6734,Wet,No,-,No,39.3,61.08
363,02-06-2022 01:00,24.51255295,96.20266123,RD-11,313,106,Bus,Low,Snow,9860,Dry,No,-,No,33.75,30.45
364,23-04-2020 11:44,10.42689004,90.07643354,RD-164,125,23,Bus,Low,Snow,6836,Wet,No,-,Yes,36.37,55.36
365,29-10-2019 03:34,31.39482955,75.04101526,RD-134,126,104,Mixed,Medium,Fog,7880,Dry,No,-,No,48.24,73.08
366,16-02-2020 19:11,22.0154697,88.7676198,RD-488,346,103,Car,Medium,Fog,7856,Slippery,No,-,Yes,31.58,56.56
367,14-05-2019 05:59,35.99971903,76.62185839,RD-54,441,86,Truck,High,Fog,5724,Slippery,No,-,No,48.84,73.93
368,26-10-2022 00:15,11.40216426,89.85583119,RD-38,134,44,Car,Very High,Clear,7895,Slippery,No,-,No,47.16,43.98
369,22-05-2021 10:44,11.86542105,92.79303857,RD-176,42,38,Bike,Very High,Fog,9316,Dry,No,-,No,25.87,78.79
370,07-06-2019 07:05,18.10874124,77.69555416,RD-88,482,93,Bus,Very High,Fog,2842,Wet,No,-,No,22.08,65.31
371,14-10-2020 01:27,13.99610378,68.06341709,RD-455,462,11,Car,Low,Rain,290,Dry,No,-,No,23.02,42.65
372,20-08-2018 16:03,28.20111432,76.84550667,RD-193,101,79,Mixed,Medium,Snow,5559,Slippery,No,-,No,20.55,44.2
373,21-04-2020 11:51,35.45750327,73.96983497,RD-83,260,42,Car,Very High,Storm,4898,Dry,No,-,No,22.83,67.68
374,04-03-2020 18:57,10.60723079,85.93982285,RD-375,444,23,Mixed,Medium,Rain,5461,Slippery,No,-,No,40.49,79.8
375,24-10-2020 12:59,15.02485366,76.41211362,RD-39,201,103,Bus,Very High,Clear,9718,Slippery,No,-,Yes,22.14,54.94
376,16-04-2020 02:37,14.89904629,69.04534265,RD-281,347,49,Bus,High,Rain,2947,Wet,No,-,No,29.57,45.5
377,19-11-2018 11:35,22.76311885,83.40870279,RD-483,387,24,Mixed,Medium,Storm,5915,Under Maintenance,No,-,No,45.35,82.02
378,29-07-2023 01:45,21.10873783,93.36588458,RD-460,32,95,Bike,High,Rain,3388,Slippery,No,-,No,20.7,70.16
379,02-02-2021 21:32,29.07911998,81.08883142,RD-48,445,99,Bus,Medium,Rain,7623,Wet,Yes,-,No,44.43,56.89
380,09-01-2019 11:07,29.2463054,78.91262665,RD-174,492,93,Mixed,Very High,Fog,7905,Under Maintenance,No,-,No,28.46,59.27
381,06-01-2021 22:43,24.60987944,73.17697259,RD-305,91,6,Bus,Very High,Clear,7641,Dry,No,-,No,23.54,42.26
382,21-02-2019 23:05,25.13964552,79.23408552,RD-315,212,97,Car,Very High,Fog,363,Under Maintenance,No,-,No,40.9,67.61
383,08-08-2022 13:38,32.42717531,77.59665,RD-458,52,41,Truck,Very High,Storm,3493,Under Maintenance,No,-,No,38.87,51.52
384,05-09-2022 00:16,19.51115669,96.85276618,RD-248,116,35,Bike,Very High,Clear,9754,Wet,No,-,No,46.32,89.74
385,18-08-2023 06:25,8.357945501,68.88361565,RD-361,83,115,Truck,Very High,Storm,3268,Wet,No,-,No,42.05,58.81
386,06-03-2021 07:41,14.17787837,74.92660294,RD-16,403,46,Bike,Very High,Storm,7429,Slippery,No,-,No,44.1,59.15
387,23-08-2023 21:39,9.02550121,69.99024079,RD-221,365,10,Car,Low,Rain,6281,Under Maintenance,No,-,No,28.46,63.95
388,29-06-2018 20:11,19.41139046,92.86513103,RD-483,210,114,Mixed,Medium,Rain,337,Slippery,No,-,No,25.32,85.01
389,12-08-2023 03:08,18.37723314,80.10197264,RD-335,371,89,Mixed,High,Rain,2040,Wet,No,-,No,42.52,78.05
390,25-07-2018 09:02,10.8602681,91.09182288,RD-85,86,101,Mixed,Low,Rain,8498,Slippery,Yes,Major,No,44.21,57.07
391,29-06-2020 09:27,29.89574214,88.07246874,RD-311,480,13,Car,Medium,Clear,1918,Under Maintenance,No,-,No,49.72,73.12
392,12-03-2022 13:20,24.03876129,94.91291585,RD-456,394,78,Truck,High,Fog,2298,Dry,Yes,Minor,No,32.38,65.17
393,05-07-2018 06:39,14.54534947,68.68916301,RD-223,409,90,Bus,Medium,Clear,1885,Dry,No,-,No,31.16,59.54
394,01-08-2019 22:09,30.0146562,74.01300018,RD-81,28,99,Mixed,High,Rain,880,Slippery,Yes,-,Yes,43.29,41.54
395,01-07-2018 07:08,27.37000457,88.35895098,RD-28,341,57,Bus,High,Snow,6396,Wet,No,-,No,30.22,57.84
396,09-04-2019 21:32,13.55625905,84.97148979,RD-52,142,15,Truck,High,Storm,2553,Dry,No,-,No,47.92,44.75
397,07-02-2021 03:52,36.50376159,88.14514725,RD-170,192,87,Bus,Medium,Rain,7378,Under Maintenance,No,-,No,45.75,84.89
398,18-12-2020 08:10,13.14535591,84.68891201,RD-106,71,109,Bus,Medium,Rain,7728,Wet,No,-,No,32.87,50.12
399,03-02-2019 20:43,30.37930765,84.84961519,RD-499,142,80,Bus,High,Storm,6918,Dry,Yes,Major,No,42.53,87.14
400,27-08-2022 23:50,36.08030801,95.04464678,RD-98,130,106,Car,High,Storm,1338,Under Maintenance,No,-,No,42.64,61.98
401,14-05-2019 08:58,29.03956323,94.71747474,RD-210,144,20,Truck,Very High,Fog,1871,Dry,No,-,Yes,23.09,67.89
402,03-08-2018 02:06,27.30753501,69.10190356,RD-357,264,17,Bus,High,Clear,2842,Slippery,No,-,No,47.08,62.58
403,30-09-2021 15:18,34.19632196,79.99638739,RD-284,373,42,Mixed,Very High,Storm,7952,Under Maintenance,No,-,No,35.16,37.76
404,16-01-2019 10:35,15.80483362,82.80654803,RD-370,343,17,Mixed,Very High,Clear,3087,Slippery,No,-,No,44.79,52.55
405,31-05-2023 15:57,16.03751676,78.37922984,RD-474,42,19,Truck,Very High,Rain,5334,Under Maintenance,No,-,No,29.6,35.95
